,C1,C2,C3,C4,C5,C6
R1,0.00,0.00,0.00,0.00,1.00,0.00
R2,0.00,0.15,0.00,0.65,0.00,0.20
R3,0.00,0.00,0.00,0.00,0.00,1.00
R4,0.53,0.00,0.47,0.00,0.00,0.00
R5,0.00,0.00,0.00,0.00,1.00,0.00
RN,0.00,0.00,0.00,0.00,0.00,0.00
