,C1,C2,C3,C4,C5,C6
R1,0.54,0.00,0.24,0.20,0.00,0.01
R2,0.00,1.00,0.00,0.00,0.00,0.00
R3,0.00,0.00,0.00,1.00,0.00,0.00
R4,1.00,0.00,0.00,0.00,0.00,0.00
R5,0.00,0.61,0.00,0.00,0.39,0.00
RN,0.00,0.00,0.00,0.00,0.00,0.00
