,C1,C2,C3,C4,C5,C6
R1,0.00,0.00,0.00,0.00,0.00,1.00
R2,0.04,0.00,0.00,0.00,0.30,0.66
R3,0.18,0.38,0.00,0.33,0.05,0.07
R4,0.24,0.24,0.31,0.21,0.00,0.00
R5,0.32,0.43,0.15,0.09,0.00,0.00
RN,0.00,0.00,0.00,0.00,0.00,0.00
