,C1,C2,C3,C4,C5,C6
R1,0.00,0.00,0.00,0.74,0.00,0.26
R2,0.36,0.00,0.52,0.12,0.00,0.00
R3,0.00,0.00,0.38,0.00,0.00,0.62
R4,0.00,1.00,0.00,0.00,0.00,0.00
R5,0.00,0.00,0.00,0.27,0.73,0.00
RN,0.00,0.00,0.00,0.00,0.00,0.00
