,C1,C2,C3,C4,C5,C6
R1,0.00,0.00,0.00,0.00,0.00,1.00
R2,0.00,0.00,0.00,0.50,0.50,0.00
R3,0.04,0.96,0.00,0.00,0.00,0.00
R4,0.00,0.00,0.91,0.00,0.09,0.00
R5,0.00,0.00,0.00,0.00,0.00,1.00
RN,0.00,0.00,0.00,0.00,0.00,0.00
