,C1,C2,C3,C4,C5,C6
R1,0.04,0.06,0.05,0.22,0.17,0.46
R2,1.00,0.00,0.00,0.00,0.00,0.00
R3,0.00,0.00,0.00,1.00,0.00,0.00
R4,0.17,0.00,0.00,0.57,0.27,0.00
R5,0.00,0.00,0.00,1.00,0.00,0.00
RN,0.00,0.00,0.00,0.00,0.00,0.00
