,C1,C2,C3,C4,C5,C6
R1,0.39,0.61,0.00,0.00,0.00,0.00
R2,0.49,0.00,0.00,0.05,0.46,0.00
R3,0.41,0.00,0.46,0.00,0.00,0.13
R4,0.00,0.00,0.00,0.00,1.00,0.00
R5,0.00,0.00,0.00,1.00,0.00,0.00
RN,0.00,0.00,0.00,0.00,0.00,0.00
