,C1,C2,C3,C4,C5,C6
R1,0.00,0.00,1.00,0.00,0.00,0.00
R2,0.00,0.00,1.00,0.00,0.00,0.00
R3,0.00,0.00,0.00,0.40,0.00,0.60
R4,0.80,0.00,0.00,0.00,0.20,0.00
R5,0.00,1.00,0.00,0.00,0.00,0.00
RN,0.00,0.00,0.00,0.00,0.00,0.00
